summoner_id,puuid,game_name,game_tag
XZesafVIwW4BJn0oOmVFPxtPUGu97hHWNJsMszvXsN5p1Y29,QsaJ5w1tKNvtHVMzAxk7MgXmEKQ14C7B2POVwP6B4hSvayY6YWL99ee-hUkXmImsYtLZscp1f-rBwg,정글몹에죽는사람,KR1
