league_id,summoner_id,tier,rank,league_points,veteran,inactive,fresh_blood,hot_streak
974a98cb-5d08-48be-adff-42cf2f00a339,XZesafVIwW4BJn0oOmVFPxtPUGu97hHWNJsMszvXsN5p1Y29,DIAMOND,I,8,false,false,false,false
